hour_of_day	day_of_week	is_weekend	review_length	user_elite	city	category	price_range	context_id
morning	3	0	long	1	St Pete Beach	Bars	2	34009
night	3	0	medium	1	Westwego	Burgers	1	34010
evening	6	1	medium	1	Bridgeton	Restaurants	2	34011
evening	6	1	long	1	Wood River	Food	1	34012
night	5	1	long	1	Meridian	Bars	2	34013
afternoon	4	0	short	1	New Orleans	Cafes	1	34014
afternoon	6	1	long	1	Spring Hill	Restaurants	2	34015
morning	1	0	long	1	Manchester	Specialty Food	1	34016
afternoon	5	1	medium	0	Clearwater	Bars	2	34017
evening	6	1	long	0	Ardmore	Restaurants	1	34018
evening	0	0	long	1	Merchantville	Restaurants	2	34019
evening	0	0	long	0	Santa Barbara	Specialty Food	1	34020
evening	6	1	short	1	Wilmington	Bars	2	34021
evening	6	1	long	1	Elkins Park	Restaurants	2	34022
night	0	0	medium	1	Palm Harbor	Restaurants	1	34023
afternoon	3	0	short	1	Santa Barbara	Food	1	34024
evening	4	0	medium	1	Philadelphia	Gay Bars	2	34025
afternoon	0	0	long	1	Safety Harbor	Bars	2	34026
afternoon	5	1	long	1	Santa Barbara	Breakfast & Brunch	2	34027
afternoon	3	0	long	1	Croydon	Bars	2	34028
afternoon	1	0	long	1	Harahan	Restaurants	1	34029
afternoon	5	1	long	0	Swedesboro	Food	2	34030
night	2	0	long	1	St. Petersburg	Pizza	1	34031
night	2	0	long	0	Kirkwood	Food	2	34032
afternoon	4	0	long	1	St Petersburg	Restaurants	3	34033
afternoon	4	0	long	1	Tucson	Pizza	2	34034
night	3	0	long	1	Santa Barbara	Pizza	2	34035
afternoon	2	0	long	1	Boise	Food	3	34036
evening	0	0	medium	1	Tucson	Breakfast & Brunch	1	34037
evening	0	0	medium	0	Santa Barbara	Breakfast & Brunch	2	34038
afternoon	3	0	medium	1	Norristown	Comfort Food	2	34039
night	5	1	long	0	Jenkintown	Restaurants	1	34040
night	1	0	long	1	Oro Valley	Food	2	34041
night	2	0	long	1	Voorhees Township	Restaurants	2	34042
afternoon	6	1	medium	1	Largo	Food	2	34043
evening	1	0	long	1	Harvey	Sushi Bars	2	34044
afternoon	0	0	long	0	Tampa	Restaurants	3	34045
night	2	0	long	1	Creve Coeur	Food	2	34046
evening	3	0	long	1	Tarpon Springs	Restaurants	2	34047
afternoon	4	0	long	0	St. Petersburg	Food	3	34048
morning	0	0	long	1	Wilmington	Sports Bars	2	34049
evening	0	0	long	1	Lutz	Live/Raw Food	2	34050
night	5	1	long	0	Reno	Wine Bars	2	34051
afternoon	0	0	long	1	Pipersville	Bed & Breakfast	2	34052
morning	5	1	long	1	Westmont	Restaurants	1	34053
evening	0	0	long	1	Eagle	Food	3	34054
afternoon	1	0	long	1	Saint Louis	Barbers	3	34055
morning	2	0	long	1	Tampa	Coffee & Tea	1	34056
morning	2	0	medium	1	Chesterfield	Fast Food	1	34057
evening	4	0	long	1	St. Petersburg	Burgers	2	34058
morning	0	0	long	1	Tarpon Springs	Pizza	2	34059
evening	5	1	medium	0	Sparks	Pizza	2	34060
night	5	1	short	0	Media	Restaurants	2	34061
night	3	0	medium	1	Gretna	Food	2	34062
morning	5	1	long	1	Tampa	Restaurants	4	34063
afternoon	3	0	long	1	Santa Barbara	Juice Bars & Smoothies	2	34064
evening	4	0	medium	1	Radnor	Restaurants	2	34065
night	1	0	long	1	Alton	Restaurants	1	34066
night	0	0	medium	1	Sparks	Bars	2	34067
morning	6	1	medium	0	Collegeville	Pizza	2	34068
afternoon	4	0	long	1	Collegeville	Pizza	2	34069
night	6	1	long	1	Dunedin	Food	1	34070
evening	2	0	long	1	Philadelphia	Burgers	1	34071
night	5	1	medium	1	Tucson	Specialty Food	1	34072
morning	2	0	long	1	Reno	Restaurants	4	34073
night	3	0	long	1	Lawnside	Food	2	34074
evening	4	0	long	0	Royersford 	Food Stands	2	34075
evening	1	0	medium	1	New Orleans	Food	3	34076
afternoon	0	0	long	0	Tampa	Food	2	34077
evening	3	0	long	1	Des Peres	Restaurants	2	34078
morning	4	0	long	1	Saint Petersburg	Juice Bars & Smoothies	2	34079
night	3	0	long	1	Santa Barbara	Sushi Bars	2	34080
night	0	0	medium	1	Medford	Restaurants	2	34081
afternoon	4	0	long	0	Reno	Food	2	34082
afternoon	2	0	short	0	Tampa	Food	1	34083
afternoon	6	1	medium	0	Malvern	Pizza	2	34084
evening	3	0	medium	1	Ivyland	Food	2	34085
afternoon	4	0	long	1	Cinnaminson	Bars	2	34086
afternoon	5	1	long	1	Reno	Do-It-Yourself Food	2	34087
afternoon	5	1	long	1	Town and Country	Food	1	34088
night	6	1	short	1	New Hope	Restaurants	2	34089
evening	4	0	long	1	Marlton	Restaurants	3	34090
night	4	0	medium	1	Virginia City	Bars	1	34091
night	5	1	long	1	Creve Coeur	Bars	3	34092
afternoon	4	0	short	1	Greenwood	Food	2	34093
morning	6	1	long	1	Tucson	Food	1	34094
afternoon	3	0	long	1	Media	Food	1	34095
afternoon	5	1	medium	0	Brandon	Restaurants	2	34096
morning	1	0	short	1	Harvey	Restaurants	2	34097
morning	5	1	long	1	Tampa	Specialty Food	2	34098
night	6	1	long	1	St Petersburg	Restaurants	3	34099
night	6	1	short	0	Wilmington	Specialty Food	2	34100
afternoon	5	1	long	1	Tucson	Pizza	2	34101
morning	4	0	long	1	Philadelphia	Juice Bars & Smoothies	2	34102
night	1	0	long	1	Santa Barbara	Sports Bars	1	34103
afternoon	2	0	medium	1	Mount Laurel	Restaurants	1	34104
afternoon	1	0	medium	0	New Orleans	Burgers	1	34105
afternoon	1	0	medium	1	Gloucester City	Bars	3	34106
evening	2	0	medium	1	Morton	Restaurants	2	34107
afternoon	6	1	long	0	Nashville	Restaurants	1	34108
evening	4	0	long	1	Kenneth City	Restaurants	1	34109
night	3	0	medium	1	Reno	Tapas Bars	2	34110
afternoon	1	0	medium	0	New Orleans	Cocktail Bars	2	34111
afternoon	6	1	medium	1	South Pasadena	Restaurants	1	34112
morning	4	0	long	0	Reno	Food Delivery Services	1	34113
evening	5	1	long	0	Flourtown	Restaurants	2	34114
afternoon	4	0	long	1	Eagle	Food	2	34115
evening	0	0	long	1	New Orleans	Food Tours	2	34116
morning	1	0	long	1	Carpinteria	Restaurants	2	34117
evening	0	0	medium	1	Eagle	Food	3	34118
night	6	1	long	1	Tampa	Pizza	1	34119
night	3	0	long	1	Morrisville	Pizza	2	34120
evening	4	0	long	0	Marrero	Restaurants	2	34121
evening	4	0	medium	1	Pipersville	Bed & Breakfast	2	34122
afternoon	5	1	medium	0	Tucson	Breakfast & Brunch	1	34123
afternoon	4	0	medium	1	Santa Barbara	Specialty Food	3	34124
afternoon	0	0	long	1	New Orleans	Pizza	1	34125
evening	3	0	long	1	Mooresville	Food	1	34126
evening	0	0	long	1	Carpinteria	Food	2	34127
evening	1	0	short	0	Clearwater	Food	2	34128
morning	2	0	long	1	Lutz	Food	2	34129
night	3	0	long	1	New Orleans	Cafes	1	34130
evening	2	0	medium	1	Exton	Breakfast & Brunch	1	34131
night	6	1	long	1	St Petersburg	Food	2	34132
night	4	0	long	1	Mount Laurel	Food	2	34133
morning	6	1	medium	1	Tampa	Breakfast & Brunch	2	34134
evening	1	0	long	1	St. Petersburg	Barbeque	2	34135
afternoon	6	1	long	1	St. Petersburg	Restaurants	2	34136
evening	5	1	long	1	New Orleans	Coffee & Tea	3	34137
night	3	0	medium	0	St. Petersburg	Bars	2	34138
night	0	0	medium	0	Collingswood	Restaurants	2	34139
afternoon	2	0	long	1	Lawnside	Food	2	34140
night	3	0	medium	1	Pennsauken	Food	2	34141
night	0	0	long	1	Creve Coeur	Ethnic Food	2	34142
night	6	1	short	0	Indianapolis	Food	3	34143
night	3	0	long	1	St Petersburg	Restaurants	3	34144
evening	5	1	medium	1	Clearwater	Sushi Bars	2	34145
evening	0	0	short	1	Goleta	Bars	2	34146
evening	0	0	long	0	Indianapolis	Cocktail Bars	2	34147
night	2	0	short	0	Nashville	Food	1	34148
night	5	1	medium	1	Haddonfield	Restaurants	2	34149
evening	5	1	long	1	St Louis	Pizza	2	34150
evening	6	1	long	1	St. Petersburg	Food	3	34151
afternoon	1	0	long	1	Reno	Specialty Food	1	34152
afternoon	2	0	short	1	Colmar	Coffee & Tea	1	34153
evening	6	1	medium	1	Lawnside	Food	2	34154
afternoon	5	1	medium	1	Nashville	Coffee & Tea	1	34155
night	0	0	short	1	East Norriton	Restaurants	2	34156
afternoon	1	0	long	1	Riverview	Food	1	34157
evening	2	0	long	1	Reno	Specialty Food	1	34158
afternoon	0	0	long	1	Clayton	Wine Bars	2	34159
night	4	0	long	1	Wesley Chapel	Sushi Bars	2	34160
evening	3	0	long	0	New Orleans	Food	1	34161
evening	4	0	medium	1	Exton	Restaurants	1	34162
evening	2	0	long	1	Tampa	Coffee & Tea	2	34163
morning	4	0	long	1	Collegeville	Barbeque	2	34164
morning	0	0	long	1	Lutz	Restaurants	1	34165
evening	5	1	long	0	Indianapolis	Food	2	34166
night	1	0	long	0	Goleta	Sushi Bars	2	34167
morning	3	0	long	1	Philadelphia	Bars	1	34168
morning	6	1	medium	1	Edmonton	Coffee & Tea	2	34169
evening	5	1	long	0	Goleta	Sushi Bars	2	34170
evening	2	0	long	1	Nashville	Barbers	2	34171
afternoon	2	0	long	1	Oro Valley	Restaurants	2	34172
night	6	1	long	1	Ambler	Bars	2	34173
afternoon	3	0	long	0	Tampa	Breakfast & Brunch	2	34174
afternoon	6	1	short	1	St Louis	Breakfast & Brunch	1	34175
morning	1	0	long	1	Sparks	Restaurants	1	34176
afternoon	1	0	medium	1	Green Lane	Pizza	1	34177
night	3	0	short	1	New Orleans	Cafes	1	34178
afternoon	6	1	medium	1	Wilmington	Restaurants	3	34179
night	3	0	medium	1	Santa Barbara	Sports Bars	1	34180
night	3	0	long	1	Wilmington	Restaurants	3	34181
evening	5	1	short	0	Sparks	Pizza	2	34182
morning	1	0	short	1	Pipersville	Bed & Breakfast	2	34183
night	2	0	long	1	Reno	Breakfast & Brunch	1	34184
evening	0	0	medium	1	Tucson	Barre Classes	2	34185
evening	4	0	medium	1	Tucson	Specialty Food	2	34186
night	3	0	medium	0	Westmont	Restaurants	2	34187
night	0	0	medium	1	Tucson	Specialty Food	2	34188
evening	1	0	short	0	Indianapolis	Restaurants	2	34189
evening	5	1	long	0	Edmonton	Barbeque	2	34190
evening	0	0	medium	0	Reno	Food Stands	2	34191
evening	3	0	long	1	Fenton	Restaurants	1	34192
night	3	0	short	0	Southampton	Restaurants	2	34193
night	4	0	short	1	Malvern	Restaurants	2	34194
afternoon	5	1	short	1	Saint Louis	Restaurants	1	34195
afternoon	5	1	medium	1	Philadelphia	Juice Bars & Smoothies	2	34196
afternoon	6	1	short	1	Pipersville	Bed & Breakfast	2	34197
evening	6	1	medium	0	St. Louis	Restaurants	2	34198
afternoon	0	0	long	1	Tampa	Specialty Food	1	34199
afternoon	0	0	long	1	Meridian	Bars	2	34200
night	6	1	long	1	Tampa	Comfort Food	1	34201
night	6	1	medium	1	Saint Louis	Sports Bars	2	34202
evening	1	0	long	1	Berry Hill	Restaurants	1	34203
afternoon	6	1	long	1	Lutz	Food	2	34204
evening	1	0	medium	0	Tampa	Food	2	34205
afternoon	2	0	long	1	Florissant	Specialty Food	1	34206
night	6	1	medium	1	Nashville	Bars	3	34207
evening	0	0	long	1	Pennsauken	Bars	3	34208
evening	3	0	long	0	Malvern	Pizza	2	34209
night	6	1	long	0	Santa Barbara	Cafes	2	34210
afternoon	4	0	short	0	Ambler	Restaurants	2	34211
evening	5	1	medium	1	Trevose	Breakfast & Brunch	2	34212
afternoon	5	1	short	0	Meridian	Pizza	2	34213
night	3	0	medium	1	Indianapolis	Beer Bar	2	34214
morning	4	0	long	1	Nashville	Barbeque	2	34215
afternoon	3	0	long	1	Cherry Hill	Burgers	2	34216
night	1	0	long	1	Reno	Coffee & Tea	1	34217
afternoon	6	1	long	0	Exton	Bars	2	34218
night	3	0	long	1	Blue Bell	Restaurants	2	34219
night	1	0	medium	0	Metairie	Restaurants	2	34220
evening	2	0	long	0	Eagle	Barbers	2	34221
night	0	0	long	1	Bala Cynwyd	Breakfast & Brunch	1	34222
evening	4	0	long	1	Alton	Bars	2	34223
evening	2	0	long	1	Westwego	Restaurants	2	34224
afternoon	3	0	long	1	Camden	Pizza	1	34225
evening	5	1	short	1	Gretna	Restaurants	2	34226
evening	3	0	medium	1	Trevose	Fast Food	1	34227
night	2	0	long	1	Tucson	Beer Bar	2	34228
afternoon	2	0	long	1	St Louis	Food	2	34229
night	0	0	medium	1	Riverview	Restaurants	2	34230
evening	5	1	long	1	Doylestown	Restaurants	2	34231
afternoon	6	1	medium	1	Clearwater Beach	Sports Bars	2	34232
evening	2	0	long	1	Wood River	Food	1	34233
evening	0	0	long	1	New Orleans	Cafes	1	34234
afternoon	6	1	medium	1	New Hope	Cafes	2	34235
evening	6	1	long	1	Swansea	Bars	1	34236
evening	1	0	short	1	Sparks	Food	1	34237
night	6	1	medium	0	Carpinteria	Burgers	2	34238
night	0	0	long	0	Santa Barbara	Breakfast & Brunch	2	34239
afternoon	4	0	long	1	Sparks	Fast Food	1	34240
afternoon	0	0	long	1	Seffner	Food	1	34241
evening	3	0	medium	1	Meridian	Restaurants	2	34242
night	3	0	medium	1	Carmel	Food	2	34243
afternoon	0	0	long	1	Santa Barbara	Breakfast & Brunch	2	34244
night	1	0	long	1	Largo	Restaurants	2	34245
afternoon	5	1	short	1	Saint Louis	Bars	1	34246
night	5	1	short	1	Goleta	Bars	2	34247
afternoon	4	0	long	1	Fenton	Restaurants	1	34248
night	4	0	medium	1	Wilmington	Sports Bars	2	34249
night	6	1	medium	1	Meridian	Bars	1	34250
night	2	0	medium	1	Boise	Restaurants	1	34251
afternoon	4	0	long	1	Boise	Fast Food	1	34252
evening	4	0	long	1	Saint Petersburg	Food	2	34253
afternoon	2	0	long	1	Tampa	Specialty Food	1	34254
morning	6	1	medium	1	New Orleans	Restaurants	1	34255
evening	6	1	long	1	Tampa	Cocktail Bars	2	34256
night	3	0	long	1	Saint Petersburg	Cafes	2	34257
night	2	0	medium	1	New Orleans	Food	3	34258
afternoon	3	0	long	1	Sewell	Pizza	2	34259
evening	4	0	medium	1	Boise	Restaurants	1	34260
morning	0	0	long	1	Cherry Hill	Burgers	2	34261
morning	4	0	long	0	New Hope	Bars	2	34262
night	0	0	long	0	Kenner	Ethnic Food	1	34263
evening	0	0	long	1	Broomall	Food	1	34264
night	4	0	long	1	Tampa	Cafes	2	34265
evening	3	0	long	1	Levittown	Food	1	34266
night	0	0	long	1	Sparks	Bars	1	34267
evening	0	0	long	1	Nashville	Beer Bar	2	34268
afternoon	3	0	medium	1	Berwyn	Restaurants	1	34269
afternoon	3	0	long	1	Lansdale	Food	2	34270
evening	4	0	long	1	Lutz	Food	2	34271
evening	4	0	medium	1	Madison	Restaurants	2	34272
night	4	0	medium	0	Gloucester City	Bars	3	34273
afternoon	4	0	short	1	Indianapolis	Food Stands	1	34274
night	5	1	long	0	Santa Barbara	Food Delivery Services	2	34275
afternoon	2	0	medium	0	Dunedin	Bars	2	34276
afternoon	1	0	medium	0	Souderton	Restaurants	2	34277
evening	1	0	long	0	Clayton	Restaurants	3	34278
evening	5	1	short	0	Pinellas Park	Sushi Bars	2	34279
afternoon	6	1	long	1	Cheltenham	Food	1	34280
afternoon	5	1	long	1	Eagle	Food	2	34281
afternoon	6	1	short	1	Tampa	Breakfast & Brunch	2	34282
afternoon	0	0	medium	1	Philadelphia	Wine Bars	3	34283
night	5	1	long	1	Reno	Wine Bars	2	34284
night	4	0	long	1	Sparks	Bars	3	34285
afternoon	6	1	long	1	Meridian	Breakfast & Brunch	2	34286
afternoon	0	0	medium	1	New Port Richey	Restaurants	2	34287
night	2	0	long	1	Ewing	Pizza	1	34288
morning	6	1	long	1	Tampa	Restaurants	1	34289
afternoon	6	1	short	1	Philadelphia	Restaurants	3	34290
afternoon	3	0	long	0	Trappe	Specialty Food	2	34291
evening	0	0	long	1	Westwego	Food	2	34292
afternoon	0	0	long	1	Feasterville	Restaurants	2	34293
afternoon	3	0	medium	1	Indianapolis	Food Trucks	2	34294
afternoon	4	0	medium	1	Maplewood	Restaurants	2	34295
night	4	0	short	1	Tucson	Juice Bars & Smoothies	2	34296
evening	2	0	medium	1	Tucson	Wine Bars	2	34297
afternoon	5	1	medium	1	New Port Richey	Sports Bars	2	34298
afternoon	6	1	long	1	Tampa	Food Trucks	1	34299
morning	0	0	long	1	Saint Louis	Coffee & Tea	2	34300
morning	3	0	long	1	King of Prussia	Restaurants	2	34301
night	4	0	long	1	Tampa	Whiskey Bars	2	34302
evening	6	1	long	1	Tampa	Beer Bar	2	34303
afternoon	0	0	medium	1	Kenner	Ethnic Food	1	34304
afternoon	6	1	long	1	Maryville	Coffee & Tea	2	34305
afternoon	1	0	medium	1	Wayne	Pizza	2	34306
evening	6	1	medium	1	Philadelphia	Soul Food	2	34307
morning	5	1	long	1	Trinity	Cocktail Bars	2	34308
morning	3	0	long	1	Norristown	Breakfast & Brunch	1	34309
afternoon	1	0	long	1	Marlton	Restaurants	1	34310
afternoon	6	1	medium	1	Santa Barbara	Bars	2	34311
afternoon	2	0	long	1	Philadelphia	Imported Food	2	34312
night	3	0	medium	0	Collegeville	Restaurants	2	34313
night	6	1	medium	1	Temple Terrace	Juice Bars & Smoothies	1	34314
afternoon	2	0	long	0	Goleta	Sushi Bars	2	34315
morning	5	1	long	1	Tampa	Whiskey Bars	2	34316
night	5	1	medium	1	Clearwater	Barbers	2	34317
night	4	0	medium	1	Valrico	Sushi Bars	1	34318
night	5	1	medium	1	Dunedin	Food	1	34319
evening	0	0	medium	1	Philadelphia	Coffee & Tea	3	34320
night	6	1	long	1	Nashville	Burgers	2	34321
evening	3	0	long	0	Maryland Heights	Bars	2	34322
afternoon	1	0	long	1	Norristown	Restaurants	1	34323
evening	6	1	long	0	Tampa	Food	1	34324
afternoon	4	0	medium	1	Malvern	Restaurants	2	34325
evening	4	0	long	1	Media	Bars	2	34326
afternoon	5	1	long	1	Plant City	Food	2	34327
night	0	0	medium	1	Santa Barbara	Breakfast & Brunch	2	34328
afternoon	3	0	medium	0	Santa Barbara	Breakfast & Brunch	2	34329
night	3	0	short	1	Indianapolis	Bars	2	34330
afternoon	3	0	long	1	Tucson	Beer Bar	2	34331
afternoon	6	1	long	1	Santa Barbara	Sports Bars	2	34332
night	4	0	medium	1	Saint Louis	Restaurants	3	34333
afternoon	6	1	long	0	Reno	Specialty Food	2	34334
evening	4	0	long	1	Saint Petersburg	Cocktail Bars	2	34335
afternoon	1	0	long	1	Feasterville	Restaurants	2	34336
evening	5	1	medium	1	Doylestown	Restaurants	2	34337
morning	0	0	medium	1	New Orleans	Food	1	34338
afternoon	0	0	long	1	St. Louis	Wine Bars	2	34339
night	4	0	medium	1	Reno	Food Trucks	2	34340
night	2	0	long	1	Westmont	Restaurants	2	34341
afternoon	1	0	long	1	Wayne	Restaurants	2	34342
evening	4	0	long	1	Tampa	Barbeque	2	34343
night	1	0	long	1	St Pete Beach	Bars	2	34344
afternoon	0	0	medium	0	Collingswood	Food	1	34345
evening	4	0	medium	1	Riverview	Restaurants	1	34346
night	6	1	long	1	Tampa	Specialty Food	2	34347
evening	6	1	medium	1	Ambler	Bars	2	34348
night	4	0	medium	1	Edmonton	Restaurants	3	34349
afternoon	2	0	medium	1	St. Petersburg	Food	1	34350
night	4	0	long	1	King of Prussia	Wine Bars	3	34351
night	0	0	medium	1	Philadelphia	Wine Bars	3	34352
afternoon	0	0	long	1	Eagle	Restaurants	2	34353
night	3	0	short	1	Marana	Burgers	1	34354
afternoon	4	0	medium	0	Santa Barbara	Breakfast & Brunch	2	34355
morning	2	0	short	1	Philadelphia	Bars	2	34356
night	6	1	long	1	North Wales	Restaurants	2	34357
afternoon	3	0	long	1	Terrytown	Restaurants	1	34358
afternoon	3	0	long	1	Glenside	Food	2	34359
evening	6	1	long	1	Madeira Beach	Food	4	34360
evening	0	0	long	1	Glenolden	Sports Bars	2	34361
evening	5	1	long	1	Pipersville	Bed & Breakfast	2	34362
evening	2	0	medium	1	Phila	Restaurants	2	34363
evening	6	1	medium	1	Oldsmar	Restaurants	1	34364
night	3	0	medium	1	Philadelphia	Breakfast & Brunch	3	34365
afternoon	2	0	long	1	Mascoutah	Restaurants	2	34366
evening	0	0	long	1	Boise	Food	3	34367
afternoon	4	0	medium	1	Bala Cynwyd	Barbeque	2	34368
afternoon	6	1	long	1	Hockessin	Specialty Food	2	34369
afternoon	6	1	long	1	Tampa Bay	Restaurants	2	34370
afternoon	3	0	long	1	Collinsville	Restaurants	2	34371
night	1	0	long	1	Tampa	Beer Bar	2	34372
evening	4	0	long	0	Jenkintown	Restaurants	1	34373
afternoon	5	1	long	1	Creve Coeur	Food	2	34374
night	3	0	long	1	Berwyn	Restaurants	2	34375
evening	6	1	long	1	Boise	Specialty Food	2	34376
afternoon	4	0	long	1	Tampa	Burgers	1	34377
afternoon	6	1	medium	1	Santa Barbara	Cafes	2	34378
evening	0	0	long	1	Tampa	Pizza	1	34379
afternoon	2	0	short	1	Conshohocken	Barbers	2	34380
afternoon	5	1	long	1	Narberth	Restaurants	2	34381
afternoon	6	1	long	1	Tucson	Specialty Food	2	34382
night	4	0	medium	1	Reno	Coffee & Tea	1	34383
morning	1	0	long	1	Wayne	Breakfast & Brunch	1	34384
afternoon	4	0	short	1	Palm Harbor	Food	2	34385
night	1	0	long	1	Philadelphia	Juice Bars & Smoothies	2	34386
night	0	0	long	1	Wayne	Restaurants	3	34387
morning	0	0	medium	0	Saint Louis	Barbers	3	34388
night	0	0	long	1	Fairview Heights	Restaurants	1	34389
evening	5	1	medium	1	St Charles	Food	2	34390
night	0	0	long	0	Philadelphia	Pizza	1	34391
afternoon	1	0	short	1	Tampa	Breakfast & Brunch	2	34392
night	4	0	long	1	Isla Vista	Food	1	34393
night	0	0	long	1	Nashville	Barbers	2	34394
morning	3	0	long	1	Nashville	Sports Bars	2	34395
morning	6	1	long	1	St. Pete Beach	Restaurants	2	34396
afternoon	4	0	medium	1	University City	Restaurants	2	34397
afternoon	5	1	long	0	Holmes	Restaurants	1	34398
night	2	0	short	1	Saint Charles	Restaurants	1	34399
afternoon	4	0	medium	1	Saint Louis	Specialty Food	1	34400
morning	3	0	long	1	Saint Louis	Food	4	34401
night	3	0	medium	1	Tampa	Specialty Food	1	34402
evening	1	0	long	1	New Orleans	Sports Bars	1	34403
evening	5	1	long	1	Saint Louis	Coffee & Tea	2	34404
night	1	0	long	1	Mt. Juliet	Food	1	34405
night	5	1	long	1	Newtown	Restaurants	3	34406
afternoon	4	0	long	1	Ivyland	Food	2	34407
night	4	0	medium	1	Westmont	Restaurants	2	34408
afternoon	4	0	medium	1	Santa Barbara	Food	1	34409
night	4	0	long	0	New Orleans	Restaurants	1	34410
afternoon	2	0	medium	1	Tampa	Food	1	34411
night	2	0	medium	0	Philadelphia	Wine Bars	2	34412
night	0	0	long	1	Isla Vista	Food	2	34413
night	2	0	medium	0	Saint Louis	Food	2	34414
night	1	0	medium	1	Pennsauken	Burgers	1	34415
night	4	0	long	1	Indianapolis	Cafes	2	34416
evening	6	1	short	0	Sparks	Food	2	34417
night	3	0	medium	1	Largo	Food	2	34418
afternoon	1	0	long	1	MEDIA	Restaurants	2	34419
morning	2	0	medium	1	Reno	Food	1	34420
evening	4	0	short	0	Conshohocken	Pizza	1	34421
night	5	1	medium	1	Indianapolis	Cafes	2	34422
afternoon	0	0	medium	1	Santa Barbara	Wine Bars	2	34423
afternoon	2	0	medium	0	Horsham	Food	2	34424
afternoon	2	0	medium	0	Elkins Park	Food	1	34425
evening	4	0	medium	0	Edmonton	Comfort Food	2	34426
afternoon	6	1	medium	1	Clearwater	Sushi Bars	3	34427
afternoon	0	0	medium	1	Wilmington	Breakfast & Brunch	2	34428
evening	0	0	medium	1	Nashville	Sushi Bars	2	34429
evening	6	1	long	1	New Orleans	Breakfast & Brunch	3	34430
evening	0	0	long	1	Clearwater	Tapas Bars	2	34431
evening	6	1	long	0	Collingswood	Food	2	34432
evening	2	0	long	1	Upper Darby	Food	2	34433
night	2	0	short	0	Nashville	Cocktail Bars	2	34434
evening	1	0	long	1	Philadelphia	Juice Bars & Smoothies	1	34435
evening	2	0	short	1	Philadelphia	Juice Bars & Smoothies	1	34436
afternoon	2	0	medium	0	Philadelphia	Cafes	2	34437
afternoon	4	0	long	1	Cherry Hill	Restaurants	3	34438
evening	3	0	medium	1	Tampa	Cafes	2	34439
night	2	0	long	1	Doylestown	Restaurants	4	34440
night	3	0	short	0	New Orleans	Burgers	2	34441
afternoon	4	0	long	1	New Orleans	Breakfast & Brunch	3	34442
evening	0	0	long	1	Indianapolis	Cafes	2	34443
afternoon	0	0	long	1	Ridley Park	Pizza	1	34444
afternoon	0	0	long	1	Dresher	Restaurants	1	34445
afternoon	6	1	long	1	Brandon	Food	2	34446
night	2	0	long	1	Tucson	Breakfast & Brunch	3	34447
evening	4	0	long	1	Franklin	Food	1	34448
night	4	0	short	1	South Pasadena	Food	2	34449
evening	2	0	long	1	Radnor	Restaurants	1	34450
afternoon	0	0	medium	1	Goleta	Restaurants	2	34451
afternoon	6	1	medium	1	Norristown	Restaurants	1	34452
evening	3	0	medium	1	Glassboro	Restaurants	1	34453
evening	5	1	short	0	Tucson	Bars	2	34454
afternoon	0	0	medium	1	North Wales	Sushi Bars	2	34455
night	6	1	medium	1	Kirkwood	Restaurants	2	34456
evening	4	0	medium	0	Wayne	Restaurants	2	34457
afternoon	2	0	long	1	Pinellas	Restaurants	2	34458
evening	1	0	long	0	Malvern	Breakfast & Brunch	1	34459
afternoon	3	0	medium	1	Fairview Heights	Restaurants	1	34460
evening	3	0	short	0	Wayne	Breakfast & Brunch	2	34461
morning	1	0	long	1	Warminster	Restaurants	2	34462
afternoon	0	0	long	1	Franklin	Wine Bars	2	34463
morning	2	0	medium	1	Valrico	Restaurants	1	34464
night	4	0	long	0	Ambler	Restaurants	2	34465
evening	0	0	long	1	Largo	Food	1	34466
afternoon	4	0	medium	0	Bala Cynwyd	Restaurants	2	34467
afternoon	1	0	short	1	Bristol	Restaurants	2	34468
evening	2	0	short	1	Tucson	Breakfast & Brunch	2	34469
morning	0	0	long	1	Santa Barbara	Bars	3	34470
afternoon	4	0	medium	0	New Orleans	Wine Bars	2	34471
evening	6	1	long	1	Glen Mills	Restaurants	3	34472
afternoon	3	0	medium	1	Langhorne	Pizza	2	34473
evening	3	0	long	1	Stratford	Restaurants	2	34474
morning	1	0	long	1	Wayne	Restaurants	2	34475
afternoon	4	0	long	1	Norristown	Restaurants	1	34476
night	4	0	medium	1	Dunedin	Restaurants	2	34477
night	4	0	medium	1	Brentwood	Restaurants	2	34478
morning	4	0	long	1	Philadelphia	Coffee & Tea	1	34479
evening	6	1	long	1	Antioch	Restaurants	1	34480
afternoon	2	0	long	1	Clearwater	Food	2	34481
evening	4	0	long	0	Franklin	Restaurants	2	34482
afternoon	1	0	medium	1	Philadelphia	Juice Bars & Smoothies	2	34483
night	1	0	medium	1	Carpinteria	Restaurants	1	34484
evening	2	0	long	1	Kirkwood	Food	2	34485
afternoon	3	0	short	0	Boise	Pizza	2	34486
evening	2	0	short	1	Nashville	Food	1	34487
night	5	1	medium	1	Philadelphia	Wine Bars	3	34488
evening	4	0	long	1	Clayton	Wine Bars	2	34489
night	4	0	medium	1	Meridian	Fast Food	1	34490
afternoon	6	1	short	0	Philadelphia	Bars	1	34491
night	4	0	medium	0	Carpinteria	Bars	3	34492
night	4	0	medium	0	Nashville	Breakfast & Brunch	1	34493
afternoon	3	0	medium	0	Philadelphia	Wine Bars	2	34494
afternoon	4	0	long	0	Reno	Cafes	1	34495
